disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Private vehicles,col2_Buses,col3_Municipal fleet (government owned vehicles excluding buses),col4_Freight vehicles,col5_Taxis/Transport Network Companies/Carshares,col6_Comment
2025 Disclosure Cycle,779465,CDP,929994,Uskudar Municipality,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,0,0,0,0,0,There is insufficient data available for district boundaries.
2025 Disclosure Cycle,779465,CDP,929994,Uskudar Municipality,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,0,0,0,0,0,There is insufficient data available for district boundaries.
2025 Disclosure Cycle,779465,CDP,929994,Uskudar Municipality,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,0,0,0,0,0,There is insufficient data available for district boundaries.
2025 Disclosure Cycle,779465,CDP,929994,Uskudar Municipality,City,UKWW,Türkiye,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0,0,0,0,0,There is insufficient data available for district boundaries.
2025 Disclosure Cycle,779465,CDP,2044738,City of Balanga,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),15000,10500,531,3000,1500,"Buses (50%) and Jeepneys (37%) are the largest emission sources, despite being fewer in number than tricycles.\n\nTricycles contribute 11% of transport emissions, but dominate in fleet size.\n\nGovernment fleet is a very small share (~2.5%) of total emissions."
2025 Disclosure Cycle,779465,CDP,2044738,City of Balanga,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,20000,375,126,250,200,"Private vehicles dominate fleet size (95%+ of units) and emissions.\n\nBuses are the single largest mode by emissions intensity (~36% of total).\n\nFreight and taxis contribute smaller shares but remain relevant to air quality and congestion.\n\nMunicipal fleet emissions are minor (<2%), but serve as a baseline for government-led reduction measures."
2025 Disclosure Cycle,779465,CDP,2044738,City of Balanga,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,4,0,0,0,0,Only 4 e-tricycles are confirmed in Balanga's transport inventory (2018-2021).
2025 Disclosure Cycle,779465,CDP,2044738,City of Balanga,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,0,0,0,0,0,Hybrid-electric fleet size = 0 across all modes (no official record in the CDRA).
2025 Disclosure Cycle,779465,CDP,2044738,City of Balanga,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,0,0,0,0,0,Fleet size = 0 PHEVs across all modes in Balanga's baseline transport inventory.
2025 Disclosure Cycle,779465,CDP,2044738,City of Balanga,City,South East Asia & Oceania,Philippines,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0,0,0,0,0,"No hydrogen-powered vehicles (fuel cell electric vehicles, FCEVs) recorded in Balanga across all modes."
2025 Disclosure Cycle,779465,CDP,35913,City of Nairobi,City,UKWW,Kenya,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),32666438,,,,,This is not under cities jurisdiction
2025 Disclosure Cycle,779465,CDP,35913,City of Nairobi,City,UKWW,Kenya,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,,60,0,0,,
2025 Disclosure Cycle,779465,CDP,35913,City of Nairobi,City,UKWW,Kenya,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,9047,,,,,
2025 Disclosure Cycle,779465,CDP,35913,City of Nairobi,City,UKWW,Kenya,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0,,,,,
2025 Disclosure Cycle,779465,CDP,44210,Yeosu City,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,137655,2045,197,25437,1435,As of 2023.
2025 Disclosure Cycle,779465,CDP,44210,Yeosu City,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,1833,0,87,777,345,As of 2023.
2025 Disclosure Cycle,779465,CDP,44210,Yeosu City,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,6550,0,22,1,,
2025 Disclosure Cycle,779465,CDP,44210,Yeosu City,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,499,8,14,,,As of 2023.
2025 Disclosure Cycle,779465,CDP,55371,Municipalidad de Vicente López,City,Latin America,Argentina,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),,,,,,no tenemos estos datos
2025 Disclosure Cycle,779465,CDP,55371,Municipalidad de Vicente López,City,Latin America,Argentina,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,,,,,,no tenemos estos datos
2025 Disclosure Cycle,779465,CDP,55371,Municipalidad de Vicente López,City,Latin America,Argentina,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,,,,,,no tenemos estos datos
2025 Disclosure Cycle,779465,CDP,55371,Municipalidad de Vicente López,City,Latin America,Argentina,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,,,,,,no tenemos estos datos
2025 Disclosure Cycle,779465,CDP,55371,Municipalidad de Vicente López,City,Latin America,Argentina,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,,,,,,no tenemos estos datos
2025 Disclosure Cycle,779465,CDP,55371,Municipalidad de Vicente López,City,Latin America,Argentina,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,,,,,,no tenemos estos datos
2025 Disclosure Cycle,779465,CDP,58485,"Abington Township, PA",City,North America,United States of America,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),,,2435,,,
2025 Disclosure Cycle,779465,CDP,58485,"Abington Township, PA",City,North America,United States of America,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,,,159,,,
2025 Disclosure Cycle,779465,CDP,58485,"Abington Township, PA",City,North America,United States of America,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,,,2,,,
2025 Disclosure Cycle,779465,CDP,58485,"Abington Township, PA",City,North America,United States of America,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,,,2,,,
2025 Disclosure Cycle,779465,CDP,60391,Municipalidad de San Borja,City,Latin America,Peru,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),113,90,23,0,0,La municipalidad cuenta con una flota renovadas de vehiculos.\n
2025 Disclosure Cycle,779465,CDP,60391,Municipalidad de San Borja,City,Latin America,Peru,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,120,2,118,0,0,La municipalidad cuenta con una flota renovadas de vehiculos.
2025 Disclosure Cycle,779465,CDP,60391,Municipalidad de San Borja,City,Latin America,Peru,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,2,0,2,0,0,La municipalidad cuenta con una flota renovadas de vehiculos.\n
2025 Disclosure Cycle,779465,CDP,60391,Municipalidad de San Borja,City,Latin America,Peru,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,2,0,2,0,0,La municipalidad cuenta con una flota renovadas de vehiculos.\n
2025 Disclosure Cycle,779465,CDP,60391,Municipalidad de San Borja,City,Latin America,Peru,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",5,Plug in hybrid electric vehicle fleet size per mode,0,0,0,0,0,La municipalidad cuenta con una flota renovadas de vehiculos.
2025 Disclosure Cycle,779465,CDP,60391,Municipalidad de San Borja,City,Latin America,Peru,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",6,Hydrogen fleet size per mode,0,0,0,0,0,La municipalidad cuenta con una flota renovadas de vehiculos.\n
2025 Disclosure Cycle,779465,CDP,60393,Municipalidad de Santiago,City,Latin America,Chile,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",1,Annual emissions from transport mode (metric tonnes CO2e),0,0,3128,0,0,"La municipalidad de Santiago no cuenta con información desagregada en esta materia. Sin embargo, se encuentra en proceso de recopilación de antecedentes respecto al desglose que es solicitada, como parte de su iniciativa de caracterizar este ámbito relacionado a la movilización Municipal."
2025 Disclosure Cycle,779465,CDP,60393,Municipalidad de Santiago,City,Latin America,Chile,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",2,Total fleet size per mode,0,0,147,0,0,"La municipalidad de Santiago no cuenta con información desagregada en esta materia. Sin embargo, se encuentra en proceso de recopilación de antecedentes respecto al desglose que es solicitada, como parte de su iniciativa de caracterizar este ámbito relacionado a la movilización Municipal."
2025 Disclosure Cycle,779465,CDP,60393,Municipalidad de Santiago,City,Latin America,Chile,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",3,Electric fleet size per mode,0,0,4,0,0,"La municipalidad de Santiago no cuenta con información desagregada en esta materia. Sin embargo, se encuentra en proceso de recopilación de antecedentes respecto al desglose que es solicitada, como parte de su iniciativa de caracterizar este ámbito relacionado a la movilización Municipal."
2025 Disclosure Cycle,779465,CDP,60393,Municipalidad de Santiago,City,Latin America,Chile,Public,Q4.6,"Report the total emissions, fleet size and number of vehicle types for the following modes of transport.",4,Hybrid electric vehicle fleet size per mode,0,0,0,0,0,"La municipalidad de Santiago no cuenta con información desagregada en esta materia. Sin embargo, se encuentra en proceso de recopilación de antecedentes respecto al desglose que es solicitada, como parte de su iniciativa de caracterizar este ámbito relacionado a la movilización Municipal."
